Compound Name,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_1760,85.42,838.45,3.06,0.82,1.348,3.54,95.66,20.46,435.36,0.7766
Compound_1761,86.55,797.46,2.12,1.51,0.813,1.96,68.71,52.76,268.67,0.4444
Compound_1762,80.91,708.48,7.81,1.24,1.301,1.85,155.81,60.75,480.27,0.1089
Compound_1763,80.66,782.39,9.54,2.48,1.139,2.34,211.24,60.01,353.64,0.874
Compound_1764,94.93,749.06,5.16,1.78,1.119,2.29,54.08,25.67,295.41,0.8227
Compound_1765,85.57,756.79,4.1,0.71,1.471,4.27,69.62,74.78,239.03,0.9948
Compound_1766,86.05,671.62,6.11,2.17,0.935,3.55,65.35,92.7,132.43,0.9142
Compound_1767,89.82,734.43,9.76,2.48,1.255,0.64,176.54,57.62,305.78,0.5695
Compound_1768,80.37,813.37,7.41,0.73,1.199,2.84,220.61,17.69,350.6,0.2808
Compound_1769,90.14,832.0,7.35,0.74,1.214,4.85,89.19,86.76,381.02,0.774
Compound_1770,85.64,686.37,9.15,1.22,0.844,3.0,81.2,81.69,356.7,0.8747
Compound_1771,95.7,633.63,4.43,2.05,1.092,4.86,233.94,11.39,451.99,0.1008
Compound_1772,82.81,820.35,8.78,1.57,1.002,1.76,135.72,39.4,197.16,0.6089
Compound_1773,98.01,692.12,2.68,2.18,1.319,4.65,91.38,22.98,316.57,0.6144
Compound_1774,89.6,779.69,2.62,1.46,1.261,2.16,219.86,50.61,233.44,0.3036
Compound_1775,88.22,606.93,7.02,2.19,1.048,0.23,296.69,33.73,150.65,0.3698
Compound_1776,94.77,688.17,6.17,1.33,0.882,1.65,231.22,65.08,147.91,0.1633
Compound_1777,92.81,844.02,4.15,1.69,0.919,1.56,55.07,79.14,260.4,0.8161
Compound_1778,94.17,848.62,3.57,0.87,1.48,3.59,258.51,11.18,241.78,0.7428
Compound_1779,81.56,770.2,4.86,0.54,0.965,1.42,77.96,66.84,196.96,0.2776
Compound_1780,97.96,740.14,4.53,1.95,1.437,0.13,162.06,64.97,227.43,0.7724
Compound_1781,99.43,883.03,3.39,0.95,1.47,2.29,102.07,73.63,213.77,0.2672
Compound_1782,97.58,648.74,1.58,1.04,1.225,0.62,167.9,66.46,439.49,0.2299
Compound_1783,96.35,670.47,7.09,1.36,0.88,3.57,104.44,25.9,243.33,0.6533
Compound_1784,84.68,655.1,1.09,1.44,1.1,1.17,63.41,48.63,415.28,0.7153
Compound_1785,97.22,602.87,9.7,1.18,1.493,1.26,167.88,41.85,242.3,0.8423
Compound_1786,94.93,897.65,6.52,1.43,0.863,4.98,187.88,73.04,262.7,0.5477
Compound_1787,98.85,649.93,3.63,0.8,1.355,0.31,70.41,36.86,305.68,0.4063
Compound_1788,80.9,887.25,9.58,1.06,1.312,2.89,109.37,33.6,296.46,0.4192
Compound_1789,85.82,842.25,5.33,1.81,0.932,2.67,129.49,57.38,412.33,0.7689
Compound_1790,87.08,808.28,9.47,1.75,0.904,3.4,76.23,88.49,306.66,0.3851
Compound_1791,81.14,714.24,9.13,0.54,1.132,4.66,148.71,48.54,331.42,0.4629
Compound_1792,83.37,605.57,6.49,2.34,0.874,1.05,142.56,82.79,207.7,0.8821
Compound_1793,81.1,882.29,6.05,1.82,1.057,3.91,91.64,14.4,258.21,0.8537
Compound_1794,95.1,755.15,6.15,0.76,1.388,3.93,214.12,51.96,485.78,0.879
Compound_1795,92.89,711.54,6.56,1.65,1.076,1.53,151.75,61.65,271.25,0.2636
Compound_1796,95.22,759.44,1.61,1.24,1.419,3.78,130.81,94.44,130.64,0.9612
Compound_1797,84.91,602.73,4.9,1.22,1.177,3.98,260.61,46.11,271.94,0.1482
Compound_1798,80.95,792.36,1.58,1.97,1.177,0.99,184.88,26.47,275.49,0.7996
Compound_1799,89.24,644.61,7.51,0.87,1.317,2.4,163.44,86.63,383.44,0.0329
Compound_1800,85.92,861.28,1.16,1.59,1.309,3.11,240.13,75.31,376.81,0.8215
Compound_1801,92.91,720.73,5.25,1.93,1.413,1.36,135.52,93.77,331.4,0.179
Compound_1802,93.27,897.23,8.41,1.99,0.946,4.38,181.45,90.04,231.93,0.0621
Compound_1803,89.52,680.95,7.44,2.41,1.284,4.43,163.26,79.45,437.22,0.7109
Compound_1804,90.16,787.76,7.3,1.01,1.367,4.75,166.31,73.1,394.81,0.6622
Compound_1805,90.94,864.49,5.04,0.62,1.391,3.37,262.31,22.47,112.3,0.9344
Compound_1806,82.95,842.9,8.41,1.92,0.892,3.34,272.27,48.3,265.41,0.4429
Compound_1807,81.65,867.61,8.82,2.5,1.21,3.76,100.67,70.08,359.89,0.9012
Compound_1808,96.62,881.54,8.82,2.24,0.845,4.23,201.87,44.24,122.61,0.6777
Compound_1809,86.56,740.33,7.14,2.32,1.378,2.25,146.95,31.58,248.97,0.111
Compound_1810,99.42,772.18,2.15,1.21,1.183,2.66,58.88,95.58,210.15,0.0162
Compound_1811,81.53,774.06,2.24,0.58,1.066,3.11,77.96,38.2,267.1,0.1595
Compound_1812,90.12,625.56,1.42,1.54,0.974,0.48,155.98,92.36,389.68,0.8156
Compound_1813,97.44,891.79,7.87,1.72,1.056,0.91,221.66,99.55,286.94,0.7237
Compound_1814,89.9,729.58,4.69,1.51,1.057,3.74,268.57,89.46,191.08,0.8959
Compound_1815,86.83,692.79,7.54,1.11,0.837,1.87,230.37,39.43,351.82,0.6601
Compound_1816,94.67,869.14,4.89,0.83,1.023,2.16,228.47,11.18,226.31,0.7798
Compound_1817,93.42,819.52,8.31,2.07,1.278,2.2,295.9,61.22,181.11,0.2928
Compound_1818,93.87,877.42,2.61,0.66,1.417,4.58,119.09,43.96,364.08,0.3299
Compound_1819,97.54,632.27,1.34,0.92,1.0,0.56,66.42,78.0,165.71,0.9139
Compound_1820,87.36,801.18,3.03,0.98,1.202,2.8,242.18,78.2,368.28,0.4491
Compound_1821,97.81,786.77,9.91,2.14,0.831,1.6,192.97,74.93,320.13,0.7861
Compound_1822,85.65,655.17,1.49,1.65,1.282,1.63,203.4,14.69,139.72,0.7018
Compound_1823,87.36,801.4,8.49,2.21,0.921,2.43,233.48,79.66,413.87,0.2282
Compound_1824,83.85,777.0,7.67,1.14,0.873,3.58,124.92,24.97,159.09,0.3149
Compound_1825,91.85,707.52,1.19,0.69,1.003,3.3,74.63,60.46,147.95,0.2116
Compound_1826,83.44,620.17,7.04,1.43,1.382,0.49,86.18,37.58,406.35,0.3058
Compound_1827,88.17,690.48,1.72,2.38,1.184,3.94,214.59,56.28,135.87,0.6427
Compound_1828,83.11,724.31,6.66,2.06,1.28,3.36,87.26,41.15,117.16,0.7195
Compound_1829,99.05,679.23,1.79,1.45,1.4,2.76,61.69,97.68,431.46,0.1316
Compound_1830,98.44,735.21,4.35,1.42,1.384,3.3,64.81,96.18,159.11,0.7456
Compound_1831,92.72,656.26,2.54,2.24,1.094,3.27,176.02,75.46,291.7,0.2874
Compound_1832,87.27,857.72,5.21,0.93,1.454,3.98,63.92,99.9,377.97,0.1603
Compound_1833,84.74,807.73,8.02,0.98,0.98,1.54,199.5,25.46,141.7,0.6789
Compound_1834,95.58,750.28,4.27,1.36,1.072,4.8,242.02,28.73,253.68,0.544
Compound_1835,92.26,740.46,8.29,2.04,1.154,4.27,237.77,80.07,482.56,0.2665
Compound_1836,85.35,866.69,7.95,2.35,0.844,3.14,86.16,55.35,162.3,0.1281
Compound_1837,80.24,789.07,4.23,0.71,1.026,0.84,285.42,38.8,233.58,0.8399
Compound_1838,92.96,813.05,6.72,2.39,0.945,4.95,257.74,63.01,364.95,0.6488
Compound_1839,81.17,665.4,9.65,1.57,1.065,3.81,181.13,11.18,394.5,0.7322
Compound_1840,83.3,887.0,3.02,1.42,0.88,3.02,143.86,41.79,430.79,0.0096
Compound_1841,95.96,771.43,9.87,1.68,0.839,0.25,270.79,85.71,238.36,0.618
Compound_1842,89.79,890.15,9.55,2.47,1.407,4.55,104.32,84.79,383.54,0.9628
Compound_1843,91.43,625.55,6.38,1.87,0.954,1.97,199.63,43.67,249.98,0.1331
Compound_1844,98.81,825.15,1.01,2.03,1.318,0.05,142.4,64.61,281.1,0.778
Compound_1845,88.51,646.16,9.79,0.98,1.302,0.72,132.25,49.78,176.89,0.45
Compound_1846,83.14,767.7,6.97,0.62,1.41,0.93,106.34,69.52,287.5,0.4994
Compound_1847,82.56,841.72,6.55,0.77,1.062,4.05,192.09,19.78,249.11,0.2427
Compound_1848,90.35,853.01,4.93,1.37,1.434,2.88,191.55,33.57,343.09,0.5759
Compound_1849,87.94,897.21,8.94,2.0,1.176,2.31,96.22,37.52,409.58,0.4537
Compound_1850,97.65,644.37,5.58,1.79,1.162,4.45,297.39,20.43,151.98,0.1303
Compound_1851,93.62,711.8,7.6,1.31,1.239,3.85,187.05,58.56,135.29,0.4108
Compound_1852,90.92,738.59,9.11,2.31,1.375,1.88,229.32,45.58,193.04,0.3429
Compound_1853,81.42,699.53,5.15,2.41,1.019,4.51,107.21,27.19,307.6,0.6725
Compound_1854,80.89,666.32,5.1,1.16,1.299,2.56,90.09,90.5,217.16,0.7311
Compound_1855,95.6,888.95,5.49,1.73,1.034,3.39,165.85,49.39,442.19,0.0502
Compound_1856,97.64,855.62,5.56,1.48,1.053,4.97,77.79,63.12,372.67,0.9343
Compound_1857,95.6,793.15,2.05,1.25,0.897,4.41,237.41,78.18,360.9,0.507
Compound_1858,83.0,698.91,2.23,1.95,0.912,3.51,223.06,51.34,154.09,0.3148
Compound_1859,86.4,810.12,2.02,2.16,1.333,0.93,229.79,70.17,399.25,0.1889
Compound_1860,83.15,670.95,4.29,2.09,1.317,4.63,64.66,11.04,379.66,0.2793
Compound_1861,86.68,764.04,1.92,1.79,1.028,3.16,258.5,25.4,472.35,0.5307
Compound_1862,98.46,662.32,6.44,1.31,1.342,3.03,173.63,92.17,250.85,0.22
Compound_1863,92.16,787.21,4.95,1.47,1.472,3.66,77.65,29.09,490.23,0.7265
Compound_1864,98.3,691.16,7.68,1.93,1.006,2.75,206.85,53.3,430.87,0.8329
Compound_1865,97.01,841.03,5.39,1.26,1.382,2.45,111.59,55.66,156.74,0.6916
Compound_1866,86.72,678.2,9.61,2.05,1.351,3.12,259.79,78.32,339.51,0.9611
Compound_1867,83.83,883.01,4.61,1.56,0.886,2.7,202.8,99.79,490.08,0.9664
Compound_1868,86.97,897.38,5.1,2.2,0.951,2.53,291.5,95.23,373.49,0.7978
Compound_1869,83.53,816.5,6.56,0.68,0.879,0.54,231.09,22.75,287.09,0.357
Compound_1870,91.01,811.94,7.16,1.53,1.125,1.99,265.48,39.78,203.75,0.7433
Compound_1871,87.2,854.1,3.95,1.9,0.832,1.93,135.81,83.5,486.82,0.4609
Compound_1872,96.5,809.91,9.71,2.12,0.854,3.57,183.87,11.48,200.53,0.9218
Compound_1873,98.52,839.66,9.84,2.11,0.807,1.44,57.66,18.47,187.54,0.5036
Compound_1874,96.95,858.59,6.55,2.36,1.15,4.45,163.52,34.95,466.57,0.3879
Compound_1875,90.07,698.66,6.97,2.49,0.818,4.5,50.98,42.78,167.44,0.7573
Compound_1876,81.01,766.05,3.65,0.77,1.34,1.09,105.92,34.76,334.71,0.6597
Compound_1877,80.35,672.56,4.88,1.16,1.419,3.94,206.47,40.42,380.27,0.8436
Compound_1878,91.9,835.34,7.74,1.64,1.019,3.73,101.7,80.15,421.82,0.8221
Compound_1879,89.46,657.74,1.9,1.99,1.42,3.25,86.04,94.14,495.64,0.4334
Compound_1880,91.9,833.17,7.63,2.44,0.88,2.9,222.98,90.11,449.64,0.978
Compound_1881,90.24,849.23,4.85,1.34,0.977,4.09,296.45,33.07,122.45,0.8155
Compound_1882,92.4,887.91,3.27,0.64,1.145,0.43,115.45,21.34,189.65,0.1061
Compound_1883,99.08,683.57,5.0,2.3,1.274,3.09,226.39,84.59,451.07,0.6426
Compound_1884,97.8,760.62,3.5,2.26,1.179,4.53,60.04,45.78,479.12,0.2497
Compound_1885,98.83,886.17,8.94,1.63,1.253,4.35,243.97,66.71,492.9,0.6857
Compound_1886,99.51,617.22,2.25,1.4,1.069,3.91,90.15,97.85,226.03,0.4289
Compound_1887,85.49,773.81,1.53,0.8,1.322,0.93,108.88,81.37,137.32,0.4375
Compound_1888,80.46,704.04,7.29,0.68,1.422,4.55,76.25,99.17,219.01,0.0841
Compound_1889,80.1,722.56,6.67,1.16,1.386,3.58,137.54,76.09,476.2,0.0931
Compound_1890,86.12,739.0,5.48,1.58,1.01,3.34,211.27,62.0,145.5,0.477
Compound_1891,87.12,747.31,9.3,1.46,0.81,2.19,255.16,80.21,305.36,0.2498
Compound_1892,89.3,769.11,10.0,1.79,1.286,2.46,138.62,83.17,297.97,0.9947
Compound_1893,89.14,620.4,7.14,0.59,0.975,1.77,234.87,54.48,111.46,0.6168
Compound_1894,88.23,876.55,5.5,1.92,0.953,3.8,230.24,91.37,113.53,0.4475
Compound_1895,93.58,628.55,4.7,2.38,1.105,4.93,64.21,74.6,332.41,0.5005
Compound_1896,99.42,638.9,9.06,1.88,0.981,4.51,157.32,83.28,255.53,0.8509
Compound_1897,92.73,642.31,6.85,0.88,1.088,0.85,55.5,29.07,314.55,0.4816
Compound_1898,90.03,674.31,7.17,1.91,1.051,4.41,211.01,74.17,210.94,0.0006
Compound_1899,97.31,846.73,2.11,1.25,1.263,3.26,265.09,22.62,271.98,0.0972
Compound_1900,87.79,604.53,9.08,1.55,1.395,0.3,106.86,33.34,254.68,0.8029
Restricted_1,87.73,661.4,1.58,0.66,1.332,2.22,231.55,71.41,154.14,0.1429
Restricted_2,95.11,816.38,4.4,0.65,0.808,1.44,52.31,30.71,267.8,0.1214
Restricted_3,82.09,868.93,6.27,2.37,1.042,3.39,101.17,65.65,151.83,0.0021
Restricted_4,98.63,766.47,9.34,1.17,1.029,2.0,226.51,60.92,470.14,0.0254
Restricted_5,94.16,699.1,2.62,1.52,1.154,0.69,100.47,46.73,263.52,0.3176
Restricted_6,82.97,601.31,9.73,2.39,1.139,4.98,218.41,16.2,147.09,0.9161
Restricted_7,92.6,852.96,9.08,1.4,0.834,0.94,66.64,26.99,264.21,0.1182
Restricted_8,83.33,733.75,4.06,1.44,1.1,3.22,284.3,19.71,139.7,0.8528
Restricted_9,90.13,829.92,2.94,2.16,1.447,3.18,76.47,90.58,417.0,0.7509
Restricted_10,80.73,839.69,2.24,0.94,1.204,1.32,215.34,64.73,143.26,0.656
Restricted_11,98.48,648.33,6.37,1.18,1.122,1.44,138.53,12.6,492.62,0.6248
Restricted_12,90.01,715.11,5.85,1.26,1.052,2.32,119.0,26.2,322.64,0.8428
Restricted_13,83.06,609.82,3.22,2.46,1.38,2.98,282.31,50.08,493.31,0.2963
Restricted_14,84.81,791.41,4.4,1.75,1.013,3.09,118.94,14.59,464.85,0.8832
Restricted_15,99.42,814.96,7.14,1.62,0.888,0.95,122.37,90.11,169.19,0.9229
Restricted_16,90.46,814.67,1.99,1.04,1.471,1.33,124.13,27.78,151.63,0.2333
Restricted_17,92.85,736.61,5.98,0.74,1.361,3.92,55.4,44.52,127.51,0.7921
Restricted_18,94.75,870.6,3.13,1.41,0.929,1.86,180.56,14.8,385.95,0.5433
Restricted_19,96.58,681.53,9.13,2.5,1.444,3.89,253.09,61.64,176.06,0.677
Restricted_20,94.26,895.62,5.87,1.04,1.279,4.9,94.3,39.34,316.75,0.1702
Restricted_21,80.44,701.09,8.79,0.59,1.1,3.81,288.3,98.69,268.79,0.9504
Restricted_22,80.71,823.78,6.78,1.0,1.155,0.65,267.9,42.21,350.42,0.1588
Restricted_23,84.12,897.59,7.78,2.42,1.007,0.82,175.77,54.52,169.98,0.7332
Restricted_24,87.24,655.91,3.99,1.63,1.309,2.41,181.4,22.51,465.88,0.9287
Restricted_25,93.67,605.29,5.83,1.76,1.496,4.98,264.4,15.74,481.31,0.6127
Restricted_26,96.02,722.16,3.88,1.43,0.903,1.79,264.4,13.42,160.35,0.1251
Restricted_27,88.06,899.1,2.56,0.79,1.441,4.41,58.06,77.65,362.19,0.7677
Restricted_28,89.89,897.41,1.39,0.97,1.078,2.25,280.34,60.4,118.04,0.4079
Restricted_29,88.33,889.65,6.39,1.77,1.299,3.85,208.76,31.35,449.62,0.7321
Restricted_30,94.84,898.97,8.22,2.16,1.466,0.76,174.43,62.25,231.71,0.8394
Restricted_31,95.25,816.26,9.97,1.02,1.315,2.76,128.25,24.45,458.35,0.5955
Restricted_32,96.5,763.6,2.98,1.18,1.067,4.86,51.41,98.71,492.18,0.9962
Restricted_33,89.53,889.14,4.56,0.55,0.957,4.73,53.44,59.14,130.24,0.2864
Restricted_34,81.76,857.86,6.32,2.3,1.282,4.86,177.47,67.48,330.52,0.4843
Restricted_35,96.92,793.36,8.21,2.07,0.934,3.25,99.91,62.5,370.97,0.9972
Restricted_36,80.61,627.37,1.69,1.3,1.375,4.22,234.24,90.72,229.14,0.0882
Restricted_37,81.16,855.64,7.57,1.9,1.038,1.9,289.53,15.74,409.49,0.3096
Restricted_38,80.78,822.77,3.98,1.94,1.295,2.67,244.34,62.29,214.65,0.7341
Restricted_39,91.78,603.82,9.11,1.59,1.408,4.41,161.24,55.69,266.3,0.4494
Restricted_40,97.9,836.44,2.14,1.72,1.497,2.98,246.47,79.22,240.13,0.3718
Restricted_41,94.48,750.0,6.14,1.93,1.344,1.36,86.7,36.26,303.02,0.3421
Restricted_42,91.37,616.04,5.59,1.24,1.174,2.11,121.06,91.37,173.91,0.6814
Restricted_43,98.49,761.6,8.89,0.75,1.146,2.29,52.03,49.89,247.61,0.6698
Restricted_44,98.77,625.74,3.95,1.39,1.119,3.87,160.85,12.44,384.04,0.8848
Restricted_45,90.28,774.33,2.47,0.94,0.965,2.15,282.04,56.96,176.84,0.2661
Restricted_46,87.68,786.98,4.96,1.28,1.195,1.21,69.73,12.2,200.5,0.0916
Restricted_47,86.73,831.88,7.45,1.72,1.397,1.41,271.26,45.93,260.36,0.4054
Restricted_48,81.96,892.65,2.25,1.18,1.024,0.37,88.07,14.04,216.96,0.8667
Restricted_49,86.79,637.11,6.81,2.49,0.963,1.4,292.96,26.09,304.49,0.2397
Restricted_50,98.65,894.46,8.33,1.13,1.082,1.21,272.69,92.31,267.55,0.6565
Restricted_51,83.31,730.48,6.68,1.27,1.05,0.0,251.07,90.04,487.79,0.7193
Restricted_52,90.98,680.79,9.99,1.68,1.277,3.41,261.31,10.87,188.1,0.6655
Restricted_53,97.9,805.6,4.72,1.22,1.317,3.71,201.76,36.23,470.06,0.5519
Restricted_54,95.81,664.29,4.1,2.25,0.835,2.56,170.43,77.61,212.76,0.2191
Restricted_55,98.52,771.51,1.94,0.89,1.499,0.98,202.62,47.81,454.24,0.7552
Restricted_56,91.94,603.22,8.92,1.39,1.452,2.48,223.56,16.24,398.06,0.338
Restricted_57,87.03,635.6,2.32,0.87,1.03,4.46,142.07,75.19,133.1,0.5911
Restricted_58,89.64,893.39,8.62,1.41,1.343,0.97,190.58,16.72,239.24,0.2259
Restricted_59,94.38,747.03,7.76,1.53,0.861,3.68,258.31,91.32,328.8,0.7536
Restricted_60,95.04,646.72,2.48,0.64,1.024,2.37,299.47,48.79,390.5,0.6934
Restricted_61,84.09,617.55,5.91,1.9,1.499,1.79,274.09,44.37,375.76,0.5983
Restricted_62,81.06,623.52,1.19,1.24,1.322,0.86,201.46,35.99,418.8,0.7984
Restricted_63,95.51,757.45,3.56,2.12,0.93,1.45,95.99,70.68,374.49,0.6525
Restricted_64,88.31,630.05,9.2,1.52,1.085,2.94,98.2,21.93,262.21,0.2272
Restricted_65,84.89,867.75,5.78,1.47,1.283,4.76,78.05,85.02,333.61,0.1462
Restricted_66,85.94,744.71,7.22,0.99,1.174,3.42,162.19,87.67,447.78,0.4707
Restricted_67,99.46,622.68,1.03,1.26,1.221,3.15,169.11,21.24,168.2,0.8521
Restricted_68,97.36,802.17,6.98,1.7,0.942,2.14,223.97,58.35,107.43,0.9536
Restricted_69,96.9,678.16,6.55,2.35,0.867,2.52,164.06,46.92,434.24,0.3806
Restricted_70,81.27,619.75,1.38,1.32,1.303,1.02,211.62,71.84,202.08,0.6006
Restricted_71,93.7,739.98,4.03,1.74,1.484,2.13,147.93,51.78,130.49,0.5532
Restricted_72,86.57,636.43,5.2,0.51,1.081,0.53,56.07,84.2,466.5,0.2077
Restricted_73,90.79,683.39,5.44,1.37,0.988,3.5,81.62,14.78,407.07,0.6659
Restricted_74,89.97,740.34,5.48,1.37,1.075,2.5,182.13,72.27,384.48,0.3776
Restricted_75,88.27,712.11,5.83,1.41,1.423,3.48,274.66,73.82,488.4,0.6357
Restricted_76,99.27,647.45,1.47,1.66,1.488,2.09,103.01,56.94,359.52,0.3152
Restricted_77,94.3,892.53,9.07,1.08,1.029,1.86,148.64,19.03,404.79,0.3653
Restricted_78,97.6,878.08,1.22,2.48,1.297,2.6,147.38,56.67,229.85,0.6227
Restricted_79,81.86,786.34,3.48,0.54,1.187,2.89,156.64,16.51,457.34,0.6114
Restricted_80,82.31,753.28,5.48,0.62,1.225,4.04,237.25,28.27,444.92,0.3425
Restricted_81,98.93,621.52,5.38,1.69,0.973,3.86,206.72,11.63,343.35,0.4915
Restricted_82,83.92,898.72,9.07,1.09,1.179,1.58,243.87,93.73,243.53,0.8056
Restricted_83,89.97,718.97,9.45,1.52,1.127,3.36,115.31,39.23,472.82,0.6785
Restricted_84,96.53,681.33,5.89,2.44,1.023,0.8,177.72,44.9,163.83,0.8886
Restricted_85,99.81,770.57,7.97,2.22,1.291,0.22,89.41,16.39,103.95,0.306
Restricted_86,87.85,672.31,1.58,1.56,0.991,3.98,52.01,85.83,481.9,0.7161
Restricted_87,94.67,880.07,2.88,2.49,1.341,3.63,140.27,59.12,361.57,0.6203
Restricted_88,94.1,624.71,4.2,1.37,0.982,0.86,84.73,42.97,297.38,0.063
Restricted_89,98.93,829.57,7.58,0.85,1.223,2.65,295.62,77.29,330.3,0.8508
Restricted_90,83.1,604.56,7.21,0.7,0.881,3.72,117.63,66.58,466.96,0.3165
Restricted_91,84.34,631.97,2.17,0.62,0.861,2.16,130.22,73.59,448.1,0.7848
Restricted_92,90.61,630.73,7.39,1.23,0.86,4.21,134.55,29.64,448.58,0.9021
Restricted_93,86.78,706.44,6.22,1.97,0.844,2.97,288.21,33.59,463.53,0.9502
Restricted_94,85.38,826.26,3.15,1.98,1.358,1.24,228.97,83.09,243.43,0.1677
Restricted_95,81.84,772.61,9.8,2.15,1.105,2.68,119.88,24.68,292.83,0.4635
Restricted_96,90.44,885.84,6.44,1.71,0.89,4.98,243.21,88.95,265.72,0.5021
Restricted_97,90.44,658.23,7.21,2.31,0.915,0.43,234.55,34.59,349.55,0.6958
Restricted_98,86.44,844.54,5.95,2.24,1.334,4.34,55.04,31.92,136.0,0.4421
Restricted_99,97.8,740.26,8.65,1.15,1.038,4.48,156.45,81.08,194.66,0.9488
Restricted_100,91.49,827.8,1.81,1.49,1.431,4.39,61.7,37.33,277.33,0.1723
